project_code,snapshot_month,sector_name,line_ministry,original_cost_crore,expenditure_crore,days_to_original_deadline,original_deadline_passed,expenditure_to_original_cost_pct,will_schedule_slip_next_3_months
619093,2026-01,Roads & Highways,Ministry of Road Transport & Highways,609,153.43,-56.0,1,25.193760262725778,1
619094,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1244,509.9,-787.0,1,40.98874598070739,1
619095,2026-01,Roads & Highways,Ministry of Road Transport & Highways,546,380.81,-624.0,1,69.74542124542124,1
619096,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1645,25.26,-3443.0,1,1.5355623100303952,1
619097,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1181,4.81,-2071.0,1,0.4072819644369178,1
619098,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1425,466.32,-1075.0,1,32.72421052631579,1
619099,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1801,579.38,146.0,0,32.16990560799556,1
619100,2026-01,Roads & Highways,Ministry of Road Transport & Highways,866,525.2,-912.0,1,60.646651270207855,1
619101,2026-01,Roads & Highways,Ministry of Road Transport & Highways,784,256.54,42.0,0,32.7219387755102,1
619103,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1097,18.71,-2843.0,1,1.7055606198723792,1
619104,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1140,6.64,-2245.0,1,0.5824561403508771,0
619105,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1555,133.77,606.0,0,8.602572347266882,0
619106,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1142,174.95,293.0,0,15.319614711033275,1
619107,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1311,1.21,605.0,0,0.09229595728451563,1
619108,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1452,116.72,502.0,0,8.038567493112946,1
619109,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1102,512.78,-660.0,1,46.531760435571684,1
619111,2026-01,Roads & Highways,Ministry of Road Transport & Highways,841,404.58,-673.0,1,48.10701545778834,1
619112,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1013,507.81,-484.0,1,50.12931885488647,1
619114,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1082,300.11,42.0,0,27.736598890942698,1
619115,2026-01,Roads & Highways,Ministry of Road Transport & Highways,797,77.9,-1858.0,1,9.774153074027604,0
619117,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1022,62.84,-2522.0,1,6.148727984344423,1
619118,2026-01,Roads & Highways,Ministry of Road Transport & Highways,2510,31.2,-2345.0,1,1.2430278884462151,1
619119,2026-01,Roads & Highways,Ministry of Road Transport & Highways,999,16.03,-2025.0,1,1.6046046046046047,1
619120,2026-01,Roads & Highways,Ministry of Road Transport & Highways,2920,711.44,-1334.0,1,24.364383561643837,1
619121,2026-01,Roads & Highways,Ministry of Road Transport & Highways,2532,-5.15,-2150.0,1,-0.2033965244865719,1
619122,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1479,1327.01,-404.0,1,89.7234617985125,1
619123,2026-01,Roads & Highways,Ministry of Road Transport & Highways,814,167.64,10.0,0,20.594594594594593,1
619124,2026-01,Roads & Highways,Ministry of Road Transport & Highways,747,178.76,10.0,0,23.930388219544845,1
619125,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1104,161.56,11.0,0,14.634057971014494,1
619126,2026-01,Roads & Highways,Ministry of Road Transport & Highways,976,259.72,9.0,0,26.61065573770492,1
619127,2026-01,Roads & Highways,Ministry of Road Transport & Highways,2186,373.6,38.0,0,17.09057639524245,1
619128,2026-01,Roads & Highways,Ministry of Road Transport & Highways,616,363.66,-506.0,1,59.03571428571429,1
619129,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1361,552.15,-631.0,1,40.569434239529755,1
619130,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1116,518.62,-57.0,1,46.471326164874554,1
619131,2026-01,Roads & Highways,Ministry of Road Transport & Highways,838,0.57,-1915.0,1,0.06801909307875895,1
619132,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1810,462.02,-800.0,1,25.52596685082873,1
619134,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1642,495.6,-111.0,1,30.182704019488433,1
619136,2026-01,Roads & Highways,Ministry of Road Transport & Highways,611,299.57,0.0,0,49.02945990180033,1
619137,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1025,542.11,-1273.0,1,52.88878048780488,1
619138,2026-01,Roads & Highways,Ministry of Road Transport & Highways,310,36.83,-695.0,1,11.880645161290323,1
619139,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1299,123.13,109.0,0,9.478829869130099,1
619140,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1399,225.55,-104.0,1,16.122230164403145,1
619141,2026-01,Roads & Highways,Ministry of Road Transport & Highways,864,259.02,-56.0,1,29.97916666666666,1
619142,2026-01,Roads & Highways,Ministry of Road Transport & Highways,217,152.15,-517.0,1,70.11520737327189,0
619143,2026-01,Roads & Highways,Ministry of Road Transport & Highways,826,35.2,419.0,0,4.261501210653754,1
619144,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1520,2.45,-2726.0,1,0.16118421052631582,1
619145,2026-01,Roads & Highways,Ministry of Road Transport & Highways,878,114.11,-2368.0,1,12.996583143507973,1
619146,2026-01,Roads & Highways,Ministry of Road Transport & Highways,751,41.54,-2329.0,1,5.531291611185087,1
619147,2026-01,Roads & Highways,Ministry of Road Transport & Highways,603,230.04,-1226.0,1,38.14925373134328,1
619148,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1186,53.18,-2370.0,1,4.48397976391231,0
619149,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1774,622.26,-436.0,1,35.076662908680944,1
619150,2026-01,Roads & Highways,Ministry of Road Transport & Highways,2083,144.35,-2356.0,1,6.929908785405664,1
619152,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1183,59.61,-2244.0,1,5.038884192730347,1
619153,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1002,490.83,-624.0,1,48.98502994011976,1
619154,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1494,478.04,-156.0,1,31.99732262382865,1
619155,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1603,538.24,-459.0,1,33.577043044291955,1
619157,2026-01,Roads & Highways,Ministry of Road Transport & Highways,795,188.53,-1626.0,1,23.714465408805033,1
619158,2026-01,Roads & Highways,Ministry of Road Transport & Highways,789,336.11,-1271.0,1,42.59949302915083,1
619160,2026-01,Roads & Highways,Ministry of Road Transport & Highways,167,97.5,-392.0,1,58.38323353293413,1
619161,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1376,89.34,330.0,0,6.492732558139536,1
619162,2026-01,Roads & Highways,Ministry of Road Transport & Highways,578,438.31,-590.0,1,75.83217993079585,1
619163,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1471,860.4,-876.0,1,58.49082256968049,1
619164,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1214,169.83,-1612.0,1,13.989291598023065,1
619165,2026-01,Roads & Highways,Ministry of Road Transport & Highways,177,3.61,-1089.0,1,2.0395480225988702,1
619166,2026-01,Roads & Highways,Ministry of Road Transport & Highways,768,383.04,-48.0,1,49.875,1
619167,2026-01,Roads & Highways,Ministry of Road Transport & Highways,865,412.34,-1155.0,1,47.66936416184971,1
619168,2026-01,Roads & Highways,Ministry of Road Transport & Highways,1602,1195.38,-516.0,1,74.6179775280899,1
701101,2026-01,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,1217,1182.02,120.0,0,97.12571898110106,0
701105,2026-01,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,256,154.3,-1514.0,1,60.27343750000001,0
701107,2026-01,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,612,523.14,-1245.0,1,85.48039215686273,1
701113,2026-01,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,2870,446.45,535.0,0,15.55574912891986,0
701121,2026-01,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,347,135.95,-171.0,1,39.178674351585016,1
701122,2026-01,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,579,154.3,154.0,0,26.64939550949914,1
701126,2026-01,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,1305,816.15,150.0,0,62.54022988505747,0
701127,2026-01,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,480,331.35,59.0,0,69.03125,1
701128,2026-01,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,887,479.75,38.0,0,54.08680947012401,0
701167,2026-01,Healthcare,Ministry of Health & Family Welfare,1828,1504.97,-60.0,1,82.32877461706784,1
701168,2026-01,Healthcare,Ministry of Health & Family Welfare,1264,387.07,-1249.0,1,30.62262658227848,0
701170,2026-01,Healthcare,Ministry of Health & Family Welfare,1195,775.1,59.0,0,64.86192468619248,0
701171,2026-01,Healthcare,Ministry of Health & Family Welfare,1028,947.53,150.0,0,92.17217898832685,0
701172,2026-01,Healthcare,Ministry of Health & Family Welfare,1264,0.0,-488.0,1,0.0,0
701173,2026-01,Healthcare,Ministry of Health & Family Welfare,1299,529.46,334.0,0,40.75904541955351,0
701228,2026-01,Oil & Gas,Ministry of Petroleum & Natural Gas,2915,4614.8,-4779.0,1,158.31217838765008,1
701263,2026-01,Energy Storage,Ministry of Petroleum & Natural Gas,43129,64516.3,-1188.0,1,149.58913955806997,1
701289,2026-01,Oil & Gas,Ministry of Petroleum & Natural Gas,34627,26027.5,-488.0,1,75.16533341034453,1
701324,2026-01,Oil & Gas,Ministry of Petroleum & Natural Gas,14810,12129.0,-1007.0,1,81.89736664415935,0
701329,2026-01,Oil & Gas,Ministry of Petroleum & Natural Gas,18936,13005.7,-518.0,1,68.68240388677651,1
701330,2026-01,Oil & Gas,Ministry of Petroleum & Natural Gas,7392,6344.0,-580.0,1,85.82251082251082,1
701338,2026-01,Oil & Gas,Ministry of Petroleum & Natural Gas,5535,4099.17,1954.0,0,74.05907859078592,0
701343,2026-01,Energy Storage,Ministry of Petroleum & Natural Gas,2658,2300.5,-1289.0,1,86.55003762227238,0
701344,2026-01,Oil & Gas,Ministry of Petroleum & Natural Gas,1031,910.6,-1181.0,1,88.32201745877789,1
701346,2026-01,Oil & Gas,Ministry of Petroleum & Natural Gas,9265,6678.0,-671.0,1,72.07771181867241,1
701349,2026-01,Energy Storage,Ministry of Petroleum & Natural Gas,10228,10463.0,-553.0,1,102.29761439186547,1
701350,2026-01,Oil & Gas,Ministry of Petroleum & Natural Gas,860,636.92,-407.0,1,74.06046511627906,0
701354,2026-01,Oil & Gas,Ministry of Petroleum & Natural Gas,7844,6932.1,-993.0,1,88.3745537990821,1
701370,2026-01,Water Resources,"Department of Water Resources, River Development & GR",256,44.7,-1127.0,1,17.4609375,0
701372,2026-01,Water Resources,"Department of Water Resources, River Development & GR",20718,31860.9,-2223.0,1,153.7836663770634,0
701376,2026-01,Water Resources,"Department of Water Resources, River Development & GR",3808,5888.13,-2223.0,1,154.62526260504202,0
701377,2026-01,Water Resources,"Department of Water Resources, River Development & GR",770,1515.6,-2223.0,1,196.8311688311688,0
701383,2026-01,Water Resources,"Department of Water Resources, River Development & GR",1059,1557.73,-2223.0,1,147.0944287063267,0
701386,2026-01,Water Resources,"Department of Water Resources, River Development & GR",7196,13966.2,-2223.0,1,194.082823790995,0
701391,2026-01,Water Resources,"Department of Water Resources, River Development & GR",210,1705.83,-2223.0,1,812.3,0
701395,2026-01,Water Resources,"Department of Water Resources, River Development & GR",220,115.2,-31.0,1,52.36363636363637,0
701396,2026-01,Water Resources,"Department of Water Resources, River Development & GR",256,1324.98,-2223.0,1,517.5703125,0
701398,2026-01,Water Resources,"Department of Water Resources, River Development & GR",211,626.06,-2223.0,1,296.71090047393363,0
701399,2026-01,Water Resources,"Department of Water Resources, River Development & GR",382,239.03,-31.0,1,62.573298429319365,0
701400,2026-01,Water Resources,"Department of Water Resources, River Development & GR",1449,1837.91,-2223.0,1,126.83988957902001,0
701404,2026-01,Water Resources,"Department of Water Resources, River Development & GR",989,2804.16,-2223.0,1,283.5348837209302,0
701405,2026-01,Water Resources,"Department of Water Resources, River Development & GR",8201,4664.8,-2223.0,1,56.88086818680649,0
701406,2026-01,Water Resources,"Department of Water Resources, River Development & GR",1402,1839.76,-2223.0,1,131.22396576319545,0
701408,2026-01,Water Resources,"Department of Water Resources, River Development & GR",1061,4575.74,-2223.0,1,431.26672950047123,0
701410,2026-01,Water Resources,"Department of Water Resources, River Development & GR",1441,2148.33,-1676.0,1,149.08605135322694,0
701411,2026-01,Water Resources,"Department of Water Resources, River Development & GR",2286,2184.72,-1311.0,1,95.56955380577426,1
701412,2026-01,Water Resources,"Department of Water Resources, River Development & GR",1622,172.97,-1767.0,1,10.66399506781751,0
701415,2026-01,Water Resources,"Department of Water Resources, River Development & GR",10151,25939.1,-1372.0,1,255.5324598561718,0
701565,2026-01,Inland Waterways,"Ministry of Ports, Shipping and Waterways",5369,3766.21,-762.0,1,70.14732724902217,0
701568,2026-01,Shipping,"Ministry of Ports, Shipping and Waterways",100,186.47,-1093.0,1,186.47,0
701570,2026-01,Shipping,"Ministry of Ports, Shipping and Waterways",171,137.51,-854.0,1,80.41520467836257,0
701574,2026-01,Shipping,"Ministry of Ports, Shipping and Waterways",3005,1277.52,699.0,0,42.513144758735436,0
701576,2026-01,Shipping,"Ministry of Ports, Shipping and Waterways",298,480.0,-123.0,1,161.0738255033557,0
701577,2026-01,Shipping,"Ministry of Ports, Shipping and Waterways",254,9.28,-153.0,1,3.653543307086614,0
701586,2026-01,Shipping,"Ministry of Ports, Shipping and Waterways",900,65.0,284.0,0,7.222222222222221,0
701593,2026-01,Telecommunication,Department of Telecommunications,28466,8471.19,-671.0,1,29.75897562003794,0
701597,2026-01,Telecommunication,Department of Telecommunications,1255,299.42,-1007.0,1,23.858167330677293,0
701598,2026-01,Telecommunication,Department of Telecommunications,972,216.36,-1430.0,1,22.259259259259263,1
701599,2026-01,Telecommunication,Department of Telecommunications,1578,662.54,-1037.0,1,41.98605830164765,0
701600,2026-01,Telecommunication,Department of Telecommunications,337,241.21,-1557.0,1,71.57566765578636,0
701602,2026-01,Telecommunication,Department of Telecommunications,3685,1342.65,-804.0,1,36.43554952510177,0
701657,2026-01,Real Estate,Department for Promotion of Industry & Internal Trade,1702,184.16,233.0,0,10.82021151586369,0
701658,2026-01,Real Estate,Department for Promotion of Industry & Internal Trade,2139,625.56,745.0,0,29.245441795231415,0
701719,2026-01,Real Estate,Ministry of Housing & Urban Affairs,539,39.63,-1304.0,1,7.3525046382189245,1
701745,2026-01,Urban Public Transport,Ministry of Housing & Urban Affairs,263,17.62,-1280.0,1,6.699619771863118,0
701766,2026-01,Real Estate,Ministry of Housing & Urban Affairs,151,18.95,-800.0,1,12.549668874172184,1
701991,2026-01,Urban Public Transport,Ministry of Housing & Urban Affairs,600,272.42,-915.0,1,45.403333333333336,1
702355,2026-01,Waste & Water,Ministry of Housing & Urban Affairs,210,,-682.0,1,,0
702625,2026-01,Urban Public Transport,Ministry of Housing & Urban Affairs,6941,3948.31,-1159.0,1,56.88387840368823,0
702626,2026-01,Urban Public Transport,Ministry of Housing & Urban Affairs,7501,4547.78,-1159.0,1,60.62898280229302,0
702627,2026-01,Urban Public Transport,Ministry of Housing & Urban Affairs,13366,4670.21,-705.0,1,34.94096962442017,0
702628,2026-01,Urban Public Transport,Ministry of Housing & Urban Affairs,11076,9093.53,-615.0,1,82.1012098230408,0
702629,2026-01,Urban Public Transport,Ministry of Housing & Urban Affairs,8380,6067.18,-615.0,1,72.40071599045346,0
702630,2026-01,Urban Public Transport,Ministry of Housing & Urban Affairs,12020,8371.28,-671.0,1,69.64459234608985,0
702631,2026-01,Urban Public Transport,Ministry of Housing & Urban Affairs,5384,4960.02,-671.0,1,92.12518573551264,0
702632,2026-01,Urban Public Transport,Ministry of Housing & Urban Affairs,24949,18768.4,-306.0,1,75.22706320894625,1
702633,2026-01,Urban Public Transport,Ministry of Housing & Urban Affairs,30274,27465.3,-215.0,1,90.7224020611746,1
702635,2026-01,Urban Public Transport,Ministry of Housing & Urban Affairs,26405,29718.0,-1776.0,1,112.54686612384018,0
702637,2026-01,Urban Public Transport,Ministry of Housing & Urban Affairs,23136,32732.8,-1037.0,1,141.4799446749654,0
702639,2026-01,Urban Public Transport,Ministry of Housing & Urban Affairs,10773,12330.3,-2863.0,1,114.45558340295182,1
702658,2026-01,Urban Public Transport,Ministry of Housing & Urban Affairs,6708,1530.96,699.0,0,22.82289803220036,0
702664,2026-01,Urban Public Transport,Ministry of Housing & Urban Affairs,1957,567.33,293.0,0,28.989780275932553,0
702665,2026-01,Urban Public Transport,Ministry of Housing & Urban Affairs,14788,9394.4,150.0,0,63.52718420340817,0
702668,2026-01,Urban Public Transport,Ministry of Housing & Urban Affairs,63246,30721.6,1308.0,0,48.57477152705309,0
702674,2026-01,Waste & Water,Ministry of Housing & Urban Affairs,172,88.86,-1037.0,1,51.662790697674424,1
702699,2026-01,Waste & Water,Ministry of Housing & Urban Affairs,159,93.35,-823.0,1,58.71069182389937,1
